Id,Count
w_de3713f,2
w_75d4e65,2
w_193f83c,2
w_e8c5ff0,10
w_e022d1b,3
w_2112103,3
w_7983f71,3
w_533f9ea,5
w_0749e87,2
w_f16afc2,1
w_96c6613,6
w_9a1a810,14
w_3cd4d35,4
w_8c83452,2
w_79e750b,2
w_6d43e1d,7
w_7830b52,2
w_87e5b68,7
w_872f131,9
w_dbf6385,3
w_efc0825,5
w_d0fd41c,3
w_8beb9f1,3
w_cfcace7,3
w_54e7b40,5
w_84b1b28,1
w_cbd2194,2
w_1ff168e,4
w_b3df6bf,3
w_3e6cee1,1
w_19f365e,3
w_c63c580,8
w_00d50c9,6
w_06d2e72,9
w_c2de607,1
w_e533679,2
w_8e1cf61,2
w_63d6920,1
w_37bc202,3
w_e01ca20,9
w_f0e9af7,4
w_b9ee9d1,7
w_bb56867,2
w_f9eb808,2
w_4f6b509,4
w_05d65b9,3
w_560305a,2
w_0bc078c,24
w_cf5e3ee,4
w_2b069ba,48
w_1257748,1
w_b7411e8,2
w_26b24d4,3
w_0a619af,10
w_6eb10d2,3
w_7351540,2
w_e13f4e8,7
w_3283995,3
w_eec42d0,2
w_cbf576c,1
w_9b171a8,2
w_b785729,1
w_85a8d47,1
w_ebdc496,2
w_f57fb81,1
w_fd98539,3
w_0277a07,2
w_112d2f8,1
w_1e9caad,5
w_bdea26c,3
w_c1efffb,11
w_b93105d,6
w_5c028f2,2
w_faf5287,5
w_350bfd5,1
w_e66ced8,4
w_a7067d1,4
w_be1f602,6
w_1a70f3a,8
w_fc6dd24,7
w_09bd7e8,3
w_2902e69,1
w_d9f8641,5
w_be1dbc1,1
w_a053e56,2
w_a33ed90,2
w_3c4b1d0,2
w_6b1d160,5
w_186d294,3
w_f5bf6df,6
w_ec32fa6,11
w_9f02ca1,2
w_ed29ffe,2
w_3c966be,1
w_b6863f6,1
w_1c55cc3,1
w_c063530,1
w_c99807e,2
w_6ad771b,5
w_2424e82,2
w_80124ae,6
w_97074d8,1
w_007fefa,17
w_0833a92,4
w_0ce0555,2
w_ca7089b,2
w_72019ec,1
w_b34830b,4
w_640a24a,5
w_e07b79f,15
w_af520bd,3
w_6cb1882,2
w_8e3a722,3
w_c2c20eb,5
w_1d532b4,9
w_6e7763b,4
w_d3e4d19,1
w_7ff9682,3
w_d4e9763,1
w_a69f0ee,1
w_586abcf,2
w_a8a52de,2
w_2e29743,3
w_252d315,2
w_f6a5edf,1
w_68f23a1,3
w_50c4067,3
w_580ba51,4
w_cffd90e,1
w_32de0c5,2
w_56e52fb,1
w_09e51f8,1
w_efa6b4a,4
w_9634512,1
w_56ed74d,1
w_61e4248,1
w_cdd2642,2
w_8092f18,5
w_84a32d1,3
w_7edfc70,3
w_dba1c08,4
w_e107383,2
w_0815d2c,8
w_1ecca2d,5
w_8d4c9f7,4
w_b00d1a7,1
w_ecb61a0,2
w_e8b82f6,2
w_c7d8935,2
w_d909f72,2
w_4b8638b,2
w_1dc7d3a,2
w_2623921,3
w_187de67,2
w_4b1a9b1,3
w_003bae6,8
w_d3b1733,9
w_32da935,8
w_e8c45dd,2
w_d1c9d7e,1
w_04d4568,6
w_7fe4082,3
w_56c9d4e,3
w_81691be,2
w_60a54be,7
w_3c254c1,1
w_cbda0d3,5
w_5ea7acf,2
w_80729eb,1
w_625e590,10
w_428f3c0,1
w_eaed433,12
w_94af7fd,2
w_454f511,8
w_57aeea3,11
w_02aa597,8
w_4e00a18,1
w_d8cb231,3
w_ce16eea,1
w_4554dcd,1
w_0a0b4c6,1
w_ba3c7af,1
w_07768b0,11
w_0a8e080,3
w_88b3466,7
w_038e5c3,1
w_ea05006,6
w_c2372df,3
w_b0d1046,1
w_1d830c2,3
w_25f1a4e,8
w_2852461,1
w_ae70500,1
w_0b356c2,4
w_7938c79,6
w_4524517,1
w_f20333d,1
w_33aaa44,1
w_a88c767,2
w_1b51678,2
w_ce1aed8,3
w_b747aeb,1
w_da011a1,15
w_64b2865,1
w_f8478b9,2
w_1a874a6,1
w_6071978,8
w_0d5fa2c,2
w_1faaf06,4
w_569ed76,1
w_72db52b,1
w_9af8eba,1
w_e7de767,2
w_888d8e3,1
w_40acf40,3
w_97f4b38,2
w_d0728b9,2
w_753d66c,2
w_1ffc4ab,2
w_6bc4ce1,1
w_1d8d7c3,1
w_759b919,3
w_5d81be1,3
w_31b5dd8,3
w_60795e6,1
w_db1f3de,5
w_97ba78a,6
w_ba8f93b,1
w_29e87c9,2
w_6ea9231,4
w_34d7623,5
w_5520ce2,2
w_8ed7da3,3
w_4c62681,5
w_8e58103,1
w_d602efb,8
w_a13c09d,1
w_d1518b9,1
w_56fe328,1
w_4cbf396,2
w_8a1b71c,10
w_8a7071c,3
w_8a56270,2
w_3fb99a3,4
w_a6eaf8d,4
w_8f4b1c4,3
w_41301dd,2
w_bc62c27,3
w_3a192ed,1
w_2cabd62,3
w_5b262f1,2
w_36b59be,1
w_ddda4a4,1
w_48cc590,1
w_b5cf062,3
w_207f153,6
w_700f301,1
w_61d6612,1
w_7860ed5,4
w_83cc0ec,16
w_33696ac,5
w_7066887,1
w_987fb30,1
w_c01b2e9,5
w_5816f86,6
w_67fa286,1
w_9bd2794,7
w_ff2157c,4
w_cf1551f,2
w_6ebfe7b,9
w_46f4824,2
w_297e53a,1
w_47d86e8,4
w_e5ab551,8
w_ca66b79,6
w_b5e13cd,4
w_98f16af,1
w_2aaa3b5,3
w_33979b1,1
w_aaf5ab5,3
w_995bdbb,1
w_5c2bc89,1
w_865cf80,2
w_13edc47,4
w_a70b90b,3
w_8a35001,2
w_c7e2a65,2
w_b23555d,2
w_9d56f22,11
w_16def42,5
w_527aa02,1
w_4c01b28,3
w_abc82c3,2
w_102e715,3
w_9b6d9b7,1
w_b919d77,1
w_8b3e525,1
w_262c32f,2
w_11e90bc,2
w_f497e3f,3
w_a933a19,2
w_ab6f34e,1
w_1834b49,10
w_7cc7ec6,2
w_8a9e295,1
w_34053b9,1
w_4cc62b9,1
w_5793f1c,6
w_40dc8f2,1
w_12ce4f8,6
w_7f0d18a,3
w_6dbfd7a,6
w_f2dd08f,3
w_027f528,1
w_db0c7fd,2
w_e145c7a,5
w_74192ac,1
w_7b07041,1
w_12b56df,2
w_f2d26f2,3
w_81da9a5,1
w_c97ad94,8
w_6465d75,1
w_6794f1e,1
w_4562f42,2
w_6f7667a,4
w_900c68f,4
w_8e63d5c,3
w_c2c1e28,2
w_ba77e9c,3
w_5f5f9ae,9
w_a589923,3
w_94e136e,6
w_e9e413e,7
w_cc1784d,18
w_9472e22,2
w_9ece6cb,3
w_4a12050,7
w_ead1f5a,3
w_e0ca4f5,1
w_98bac23,1
w_46c49e8,2
w_95b8b64,3
w_7e38d10,2
w_72e3fa4,3
w_03e3e5e,4
w_e9b4719,7
w_3d834ed,2
w_e05e755,1
w_0f8b8e2,11
w_fa52b0c,1
w_3791ec3,1
w_2ab34d0,2
w_98b6b97,1
w_3fe2251,2
w_7d8b00d,1
w_1b0db58,15
w_69b5ace,7
w_6ca0970,3
w_98d094e,16
w_224bfc5,1
w_e5e6490,1
w_ad01432,1
w_fdceb44,1
w_6f22173,3
w_9cf0388,7
w_9fecf9d,4
w_0888e56,2
w_03670aa,20
w_c4c380f,2
w_5fb70a0,2
w_cb593df,2
w_ee61a1f,2
w_abc5af2,8
w_0f25e6b,9
w_5530579,2
w_f3a12bc,9
w_d6d5928,1
w_7d296e9,2
w_853aa18,4
w_0ca546b,3
w_df487e8,1
w_91b678a,11
w_34f5f2d,1
w_d351889,3
w_6c3ec2d,8
w_c2a1bc4,7
w_d542101,4
w_eca61e6,2
w_be65810,3
w_98164c0,3
w_d5a4a41,1
w_2e706fc,2
w_4112f9a,4
w_3378e77,1
w_a5a002f,1
w_0fc3e41,4
w_f773fbe,6
w_f86b16b,5
w_b82bea9,1
w_a6a1bea,4
w_9d59be4,2
w_0e93f25,1
w_1d35a02,1
w_ae19ff0,9
w_3853f4b,1
w_13a7d9a,3
w_d10d0c5,9
w_711b815,3
w_b035775,1
w_96b94d5,2
w_43fa7fc,4
w_f9d1114,2
w_8f424c5,4
w_9d698cf,1
w_d9405b3,3
w_6fd2888,3
w_0f73f48,6
w_801e723,2
w_8bcf8fc,2
w_3c33b23,1
w_f3f887e,2
w_7c27fbd,7
w_4ad3d24,3
w_08c7d09,1
w_7957b08,1
w_75cebcf,2
w_ded330f,1
w_df27de9,6
w_317ae6c,1
w_8230e8f,2
w_b91bcd4,2
w_1ccd2a1,2
w_f527bd3,1
w_b3197c6,8
w_76f95b1,2
w_52162eb,1
w_7ffc63c,7
w_867569a,1
w_795a6b8,1
w_68d1fb0,1
w_5ccee38,1
w_de657c1,6
w_b5e6c80,11
w_0d9ddce,3
w_b27b6c6,3
w_7d91458,2
w_40a1403,4
w_6b57529,2
w_d8a47de,11
w_af8df07,1
w_b860053,1
w_37e08ff,2
w_71dfca3,2
w_cad4b47,2
w_101990d,3
w_dd80742,4
w_dae7ff7,2
w_73b6699,1
w_5f0af76,3
w_46ba1ce,3
w_6df2400,2
w_efe3a39,7
w_cd6743e,8
w_45c5396,2
w_1b3baf7,2
w_2f4be30,1
w_efd6a16,2
w_2d0cfc1,6
w_8d76b75,5
w_70db0cc,1
w_53fb1b2,3
w_ba668da,1
w_70d0b3c,9
w_e20dcb5,4
w_54ae8bf,4
w_55b77ce,13
w_6ffc7a1,3
w_d9aecac,2
w_5d426b6,3
w_163b2b8,2
w_9109577,3
w_bd18f3c,3
w_8279f22,1
w_51fe22f,2
w_9ba4a9a,5
w_799b208,3
w_e53bb95,4
w_6b25530,4
w_71b9a85,5
w_9ffc9aa,2
w_750f1c8,1
w_99ce0ec,1
w_bc5dbf9,3
w_f793610,2
w_a371235,2
w_8e1e84c,1
w_6ccf9c6,2
w_9a17ae9,2
w_6f1f6b3,1
w_529fa56,1
w_4167fbb,2
w_74ada4e,1
w_5babd8c,6
w_d4d46bf,4
w_6ee9b69,1
w_c7bd8e7,2
w_a981164,3
w_58be2b5,1
w_c190aa8,1
w_8b813a5,4
w_8041789,4
w_d6f61cb,2
w_29c88c2,2
w_6d8f72e,6
w_d947e85,8
w_a13f1d0,2
w_009c9c5,2
w_57e4b21,3
w_f9aab0c,4
w_4e8ae1d,2
w_334c489,2
w_f892ca8,2
w_a16169d,1
w_647da1f,4
w_c650f39,2
w_ed5c855,1
w_c63fd83,4
w_8b8ef96,4
w_65f142a,2
w_3f5c708,4
w_0066399,1
w_5a90eff,5
w_3f0fd95,1
w_1df2383,2
w_cf4178c,3
w_61f25ae,1
w_f50b00d,1
w_10b4603,2
w_3154c82,1
w_4dfeafc,5
w_4adc1c0,3
w_921cdae,5
w_3bc2641,1
w_dc7d6d7,2
w_2d6bb89,6
w_0f5d895,2
w_f6e5311,3
w_19c50fa,1
w_ea4a7db,2
w_fd14088,1
w_5612025,3
w_71df35a,6
w_694a615,2
w_bacd6f4,2
w_94f41dc,11
w_c62ca3a,2
w_c8e2df4,2
w_811c3a3,6
w_be6e58a,1
w_a4826eb,3
w_88b3a3d,2
w_5116e7e,6
w_dec9108,1
w_92f4498,10
w_a4140a6,3
w_0baf946,4
w_aee6701,3
w_f953704,2
w_8b84ad0,1
w_59d1835,1
w_3137898,3
w_ace2814,4
w_a5c74f4,5
w_49ae16f,1
w_3d56b7c,3
w_5535fd3,2
w_e0cf908,2
w_90edcb6,2
w_c4232a3,1
w_cdeac94,1
w_5a3e0de,10
w_234d686,3
w_c543f7c,4
w_695c604,3
w_a79e00d,5
w_ae32f8b,6
w_5e939ca,1
w_240cbf9,2
w_fc10c15,6
w_b2a4769,1
w_5e47cfb,3
w_c2677ee,1
w_997cda5,3
w_12fe3a8,1
w_e726a9c,2
w_a6703dd,11
w_2c0cfe8,1
w_87d3b93,3
w_8ad632d,1
w_20eeb29,2
w_3511bc7,1
w_c9cf75d,2
w_d6aa3f3,10
w_3904b99,2
w_94a7669,11
w_9490369,9
w_e210cb5,3
w_305456a,2
w_051764c,1
w_75b6e81,3
w_0027efa,10
w_a893faf,2
w_bef2a3f,2
w_5d67caa,3
w_6755824,1
w_18c481a,2
w_82c744e,1
w_bff3c3b,7
w_b805777,6
w_e3056e9,1
w_1b77e4f,5
w_fd57399,1
w_a79a828,4
w_066ac1a,5
w_83a4279,15
w_244e953,6
w_5688262,3
w_7272aa5,1
w_d3baa35,5
w_0003c59,1
w_72fc6e4,1
w_218fe4a,13
w_bf46204,1
w_afdac76,1
w_1b4bb29,3
w_94e110b,1
w_cdc4a40,4
w_be78b58,2
w_0d052c1,4
w_a6067a9,4
w_141a880,1
w_8dc6c05,2
w_c4faf7d,3
w_716ac00,2
w_8ad2534,3
w_9d95dee,3
w_e06d673,4
w_9c2f8e2,1
w_5ff2049,8
w_beb062d,2
w_96c35cc,5
w_7150989,2
w_75d0e61,5
w_d3332dc,2
w_b3afb40,2
w_478d73b,2
w_ebcf899,1
w_22f2567,2
w_579e5f0,9
w_dd2873f,2
w_3af5f93,1
w_bdded04,7
w_0745b0e,2
w_a39b2e2,1
w_a47dc2d,7
w_43d8db4,4
w_ea7a364,2
w_a08f3cd,5
w_27fa393,1
w_0cadbdc,2
w_e8b0946,1
w_15951db,11
w_9aacaa0,2
w_e4ae199,1
w_5a49beb,3
w_4c07458,16
w_e70a3d0,3
w_d71a790,3
w_ce1bf27,3
w_42c1a3c,2
w_5af08bc,3
w_a053ed9,1
w_ca93339,1
w_eae7e41,1
w_b9264dd,3
w_bf2b915,7
w_cb476e2,2
w_276d61d,2
w_65e0628,1
w_a375d95,2
w_4b04d0f,4
w_67f670e,2
w_5d4c7fc,1
w_e85af00,2
w_0fe6fbb,3
w_01e1b97,1
w_99d53a9,1
w_1995d15,3
w_2f0416b,2
w_72f3685,10
w_f6032e9,2
w_de1dc14,3
w_6545943,1
w_1f8621d,1
w_c170c5d,1
w_6beaa7d,2
w_b472b26,4
w_aa585b1,1
w_d6c1d80,2
w_f3b2948,9
w_347e43b,2
w_a3e2d0f,1
w_f71de1c,3
w_abba153,2
w_7b41bf7,5
w_5485228,2
w_3180b48,1
w_7e74b4e,3
w_9544084,7
w_9438119,16
w_c073f96,8
w_4bbd0fd,1
w_874b395,1
w_a335fc2,2
w_62b631e,4
w_f787e93,7
w_f971ecb,7
w_7ae9946,2
w_e71f9c7,9
w_effacfb,1
w_3b90ba7,3
w_1b8f126,1
w_d573a68,19
w_77f9c5f,6
w_2858e46,3
w_e74475b,2
w_b164c63,2
w_d5d111d,3
w_16b5050,12
w_7a083f7,1
w_27be996,2
w_a354653,2
w_b8c537a,2
w_33fccbe,2
w_9ddb645,2
w_4460861,2
w_fe54484,2
w_f91389a,4
w_b4ac550,1
w_a24d7b7,1
w_66168f1,2
w_4362671,2
w_99d3313,2
w_06460d7,2
w_4a9436a,2
w_bab14fa,1
w_62bedea,5
w_715c34b,2
w_dc651ad,9
w_3e979c0,2
w_58d3dd3,4
w_580bfc3,1
w_1b50676,1
w_fa4034b,3
w_6d98683,2
w_bb08804,2
w_cef8ce0,1
w_3137deb,2
w_a17b628,1
w_1632c45,1
w_0ecda0a,2
w_9d22d21,1
w_fbcd329,1
w_1684cac,1
w_9fe60cd,4
w_b2bc537,3
w_d8a08f8,2
w_0f5666b,1
w_a8fcebc,1
w_cbaa911,2
w_3fc3c61,3
w_91ed407,2
w_aebdb5f,1
w_ed95d33,2
w_8153aa9,1
w_c928809,1
w_16dba74,2
w_c82dafb,3
w_88b981e,1
w_dd54cb2,2
w_2c94198,10
w_d1f35d6,5
w_f71100b,4
w_5e285ed,2
w_45b1b01,4
w_227e394,2
w_30719c8,1
w_8ca7f37,4
w_9eaef8f,6
w_648b85e,2
w_d01f587,2
w_58bc953,1
w_bdd8ce5,1
w_b311fb6,3
w_ea2d2f9,2
w_99545ba,1
w_356b5b7,2
w_8585e34,5
w_724503e,2
w_4dabdd3,1
w_5b8f665,3
w_0db2e26,3
w_aa47677,1
w_059d9e0,2
w_ec8ac93,4
w_8cee3d3,3
w_0a357b7,1
w_a42c505,1
w_60122fa,2
w_506f894,2
w_0dfc1eb,1
w_7e1ce0a,3
w_37bdff9,3
w_7ad1459,1
w_c4bb2c6,1
w_5e94510,4
w_208db25,2
w_ba0751c,2
w_7307591,3
w_8d99f99,1
w_382262b,1
w_7ce08e6,1
w_2a7f00f,4
w_b953028,2
w_4857351,1
w_aa9f4b2,3
w_f73788a,1
w_96f027d,2
w_3bdf2c6,4
w_d31f7e6,1
w_76dee7c,4
w_74ec366,2
w_97d60b9,3
w_6fc9857,1
w_18aafe8,1
w_772c726,3
w_903c254,3
w_2211e6d,3
w_29c0caf,1
w_088cda7,1
w_3250a08,3
w_792ffd7,4
w_3c8f7da,4
w_da15b9b,2
w_6eed962,1
w_5d687a9,2
w_0d4a14b,2
w_fbcfe74,11
w_76a76ca,1
w_5529f3b,1
w_92cb156,1
w_f8dc1cc,1
w_ac80688,3
w_935a516,1
w_89e559b,1
w_d12f2a0,2
w_9fd6fe7,1
w_1032bb6,10
w_8b5a2e4,3
w_14e1334,2
w_eacf981,2
w_67a270c,3
w_df1cc01,2
w_563d4b1,3
w_0292e15,4
w_b9131da,3
w_6946a70,2
w_8d9af77,4
w_80fc994,1
w_2ed0acc,2
w_ad3a043,4
w_9b5d7b1,2
w_0926777,1
w_9749fed,2
w_ac33bfe,5
w_c7e1b12,3
w_82d886f,2
w_36f91ad,1
w_ef62b09,1
w_88b2b19,2
w_6cf6bf4,1
w_fc94e17,1
w_745ee82,2
w_2926c77,2
w_78de8f7,3
w_4a1b777,1
w_ee864e4,2
w_b874a6f,1
w_bf844e6,1
w_13c9277,1
w_ff22dd7,1
w_d7ef410,2
w_7c1435e,3
w_2e9d1b5,1
w_93fddcb,8
w_38c0639,2
w_e99ed06,8
w_b8a02a2,3
w_84714f4,1
w_08753b7,1
w_9c68fe8,9
w_c0bf8f8,4
w_7488eec,4
w_6aff5b1,2
w_4249f01,1
w_e2561dd,1
w_acbedef,5
w_f1b6eea,7
w_d04bca1,2
w_dc4c211,1
w_daf857f,2
w_844b91e,1
w_291cba5,1
w_27fd7e3,2
w_4af7c01,6
w_016f0ea,1
w_bee8a00,1
w_61ed07a,3
w_dc76f1c,3
w_fe12bec,2
w_d2b440e,4
w_afe2b56,2
w_139d19a,1
w_090c801,5
w_f8746c3,5
w_d2c2be0,2
w_a3181a0,7
w_6fe5b8e,7
w_2b388fe,3
w_7a232d3,1
w_9ad05a6,4
w_e922901,1
w_f5aadde,1
w_c9d479f,1
w_da651f6,2
w_6b2ecc8,2
w_ea6a7fe,4
w_1cfebce,2
w_3c972b3,2
w_fb02461,3
w_6452aca,2
w_f0cf3f6,3
w_1e286e0,2
w_3584852,8
w_734f6b5,2
w_9236fb3,2
w_b3e089d,1
w_1eb67e3,1
w_38e9cf5,2
w_22b8752,3
w_28f572d,1
w_73d6671,2
w_67a56b4,1
w_d980663,16
w_090c08a,1
w_3d972c9,2
w_b1d49c5,2
w_291b418,2
w_14a74dd,4
w_92a47eb,4
w_db86325,2
w_f0a5983,3
w_0ea7436,2
w_4df0da7,1
w_dec7ffd,4
w_e4ed810,2
w_ddc5518,2
w_7250aef,1
w_8778b22,2
w_7648ac1,3
w_dc14a8e,4
w_e798363,2
w_29a8580,4
w_3ebfe7a,5
w_accb0cb,14
w_0717f05,2
w_8157927,2
w_f4314f3,1
w_80b474e,8
w_e68c38c,2
w_d90a890,2
w_797b34c,1
w_483947b,8
w_af294f7,1
w_af5d5e3,2
w_99e4fe2,3
w_540d5db,2
w_faac069,3
w_0da34d3,4
w_2500327,2
w_518a722,9
w_a939b64,2
w_0788c36,2
w_0350bf4,6
w_a79e4fc,1
w_a923a6c,2
w_3a91b10,3
w_937830e,3
w_a8b0ec1,5
w_51c003e,1
w_85bb73c,2
w_d68c135,1
w_32eac70,7
w_99e43ae,7
w_1b2bf0f,5
w_d853d93,3
w_1d2d323,4
w_efcbb06,1
w_c815410,5
w_b1f637e,2
w_2d99567,3
w_2c7deff,1
w_c27e664,4
w_c6d918a,8
w_8436e69,1
w_c17a2d4,1
w_69b046b,1
w_36f154c,2
w_71fa596,1
w_eb31833,1
w_b845c2b,2
w_43d4a64,4
w_ef30316,1
w_213fb07,6
w_0118bab,2
w_b8368f2,2
w_c9b4607,6
w_08d439c,2
w_2745292,10
w_972e51e,12
w_4dbf0ad,1
w_ddb514d,2
w_384e3b2,2
w_1d7fd7d,1
w_83d10c1,1
w_e090471,2
w_04acf95,2
w_03a82c1,1
w_3b03245,3
w_35614d4,1
w_8b83220,2
w_555dcb4,6
w_709907d,1
w_0032a46,1
w_7ae20cf,1
w_4a01f24,2
w_3f93ee8,3
w_26db444,3
w_1c63738,2
w_0bb71d3,3
w_13ca7e8,5
w_1a20162,2
w_b43d0fa,1
w_d8de44c,8
w_aa756f0,1
w_e2e33b2,2
w_e4d326a,2
w_17a3a21,6
w_7f762d8,3
w_bda67e7,2
w_9b1ee8e,3
w_a8fa5f2,2
w_f056e82,2
w_177d88e,2
w_9713cc3,6
w_cf9207f,2
w_0e0b65c,3
w_2e5ad54,1
w_056710d,1
w_5df7574,2
w_0f00df0,1
w_1a7ccaf,3
w_20dfb69,4
w_f24a55c,2
w_b7d68af,3
w_35863c5,2
w_8dcdb19,6
w_465d9c7,2
w_e6faba8,1
w_f56d155,1
w_307e5e9,3
w_f28a7a2,1
w_5ae026a,8
w_ae73598,1
w_f182e2a,2
w_3f44881,2
w_f9112ac,2
w_533fe25,1
w_a780b2d,6
w_45d33bf,2
w_39c246e,1
w_8bc8a32,5
w_3fe5d56,6
w_a4162d6,4
w_308c7b6,1
w_cc9dfb5,1
w_107b98e,7
w_8d09425,2
w_9b25161,1
w_cfba5e0,1
w_eee74c2,1
w_cf5335b,4
w_91a2a20,1
w_af1d57b,3
w_23bfd0a,2
w_b55fb6e,2
w_5d6ba39,6
w_0e35358,2
w_a8276b4,7
w_eb13108,8
w_d9cdc09,2
w_3904956,2
w_2644b11,4
w_fcf1d68,3
w_7537a43,2
w_cac17d9,3
w_37f260a,3
w_11e75bf,3
w_85a2285,3
w_396c07d,2
w_6339d14,3
w_fe03daf,3
w_24c76d8,4
w_47098f8,2
w_a3ce1d5,1
w_51a60f0,1
w_301f728,1
w_9bebed8,2
w_ea520df,4
w_f035513,1
w_cb4182e,2
w_bdb3a05,2
w_0bd2e46,2
w_511b9b5,2
w_76065ea,5
w_98a5e5e,4
w_a6ef5a6,1
w_db1b545,3
w_9b99992,2
w_3ce8ffa,1
w_1a31542,1
w_97146b3,1
w_ecbd28f,1
w_aa2d6fc,3
w_6b1bd76,4
w_bd80cf2,1
w_636aa5b,1
w_953b7b2,2
w_2f87cc7,4
w_7a8ce16,6
w_210caac,2
w_5c2c1a1,2
w_b3e445e,10
w_51a0ec9,3
w_8eae2c3,6
w_13e8097,1
w_9660cec,3
w_ff6065f,1
w_a90164b,3
w_e0ed636,2
w_35756a2,1
w_d307d9d,4
w_a386d0b,2
w_6bee56d,1
w_1e81b43,1
w_1ea8997,3
w_a3eaca5,1
w_e897a60,6
w_1b00c27,1
w_9aa9809,3
w_ebad318,1
w_bdb0a25,1
w_b570fe1,1
w_2a7c1af,2
w_1de6148,3
w_8d52508,1
w_0a0c768,3
w_1344da3,2
w_705e466,1
w_f449c3d,1
w_04f5f55,3
w_deda5f7,2
w_decafbd,7
w_5af3b0a,1
w_754cc34,2
w_513f024,2
w_ad88c85,3
w_ae83866,1
w_a49508b,1
w_5ad70f3,2
w_d74498b,2
w_0dc84fd,3
w_bdf9612,1
w_114a297,2
w_ff5fc91,2
w_0a31a3a,5
w_34941d8,1
w_1b04c3c,1
w_4a0c2a7,2
w_c536a4a,8
w_6301785,1
w_f6524e1,2
w_06ffb30,1
w_21591ba,1
w_6a95be3,6
w_db0c461,2
w_4dcdda3,2
w_50707c4,2
w_ea7bc89,6
w_16362a6,2
w_6e999b0,2
w_9364343,1
w_3b15259,2
w_73bfe11,2
w_685115a,3
w_268addf,1
w_48872ad,2
w_0d1b964,3
w_a486bde,1
w_fbf7d73,5
w_2b17316,4
w_e54d8f6,8
w_9e5c031,1
w_43f0465,2
w_f13f7b3,5
w_2f5652a,1
w_cfce505,4
w_936aa13,3
w_8d33cf5,8
w_2f0f74c,2
w_463f219,4
w_2f350be,3
w_4f6e5a9,2
w_6d59878,1
w_42e0e40,3
w_df6b050,2
w_8b03a7f,1
w_538259a,3
w_79eb216,2
w_9bde64d,1
w_04d1c8c,1
w_67dee15,1
